Name,Date Practiced,Refresh Database,Tunes
The Hag at the Churn (25-04-13),"April 13, 2025 8:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Hag at the Churn (https://www.notion.so/The-Hag-at-the-Churn-4621de54f6474cee9ad99dbedda88ec5?pvs=21)
Love At the Endings (25-04-13),"April 13, 2025 8:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Love At the Endings (https://www.notion.so/Love-At-the-Endings-9be0742265a9421b97b9e00adba0be62?pvs=21)
The Connachtman's Rambles (25-04-13),"April 13, 2025 8:49 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Connachtman's Rambles (https://www.notion.so/The-Connachtman-s-Rambles-239e5e8a25604e9fb5d9f55b865da470?pvs=21)
Kesh Jig (25-04-13),"April 13, 2025 8:49 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Kesh Jig (https://www.notion.so/Kesh-Jig-cd1c2cf57b5f45789bfdcc89098bb992?pvs=21)
The Castle Jig (25-04-13),"April 13, 2025 8:49 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
The Home Ruler (25-04-13),"April 13, 2025 5:31 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Home Ruler (https://www.notion.so/The-Home-Ruler-d8422970394e4c04b46736d3c46284b7?pvs=21)
Kitty's Wedding (HP) (25-04-13),"April 13, 2025 5:31 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Kitty's Wedding (HP) (https://www.notion.so/Kitty-s-Wedding-HP-bf9ce2af3f1b4233a323eb1a6299c49c?pvs=21)
Joe Bane’s (25-04-13),"April 13, 2025 5:31 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Joe Bane’s (https://www.notion.so/Joe-Bane-s-767652c54e744238ab21c4dc6adc4276?pvs=21)
The Princess (25-04-13),"April 13, 2025 5:32 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Princess (https://www.notion.so/The-Princess-9f55bda76f3f4c4692293374a42de21a?pvs=21)
Apples in Winter (25-04-13),"April 13, 2025 5:32 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
Lilting Banshee (25-04-13),"April 13, 2025 5:32 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Lilting Banshee (https://www.notion.so/Lilting-Banshee-c76321240a8e494cb8bc4e890c9eb275?pvs=21)
Blarney Pilgrim (25-04-14),"April 14, 2025 9:34 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Blarney Pilgrim (https://www.notion.so/Blarney-Pilgrim-19404f42e3e080cb8bbdd8da0bf51a85?pvs=21)
Nóra Chríonna (25-04-14),"April 14, 2025 9:34 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Nóra Chríonna (https://www.notion.so/N-ra-Chr-onna-1aa04f42e3e0808c9498d8b9dc66286d?pvs=21)
The Castle Jig (25-04-14),"April 14, 2025 9:38 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
The Mooncoin (25-04-14),"April 14, 2025 11:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Mooncoin (https://www.notion.so/The-Mooncoin-4599a4006eff4634856494ce80c98db0?pvs=21)
Apples in Winter (25-04-14),"April 14, 2025 11:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
End of the Day (25-04-14),"April 14, 2025 11:18 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),End of the Day (https://www.notion.so/End-of-the-Day-0f0585d87b9e4e44a408ff041a603767?pvs=21)
The Otter's Holt (25-04-14),"April 14, 2025 11:20 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Otter's Holt (https://www.notion.so/The-Otter-s-Holt-aeb0b8d7d9d349a1bd04540c2e79321a?pvs=21)
The Otter's Holt (25-04-15),"April 15, 2025 7:18 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Otter's Holt (https://www.notion.so/The-Otter-s-Holt-aeb0b8d7d9d349a1bd04540c2e79321a?pvs=21)
Sporting Paddy (25-04-15),"April 15, 2025 7:18 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
Cooley’s Reel (25-04-15),"April 15, 2025 7:18 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Cooley’s Reel (https://www.notion.so/Cooley-s-Reel-11a387acbb624bef89a5c080441ba029?pvs=21)
Turkey in the Straw (25-04-15),"April 15, 2025 7:18 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Turkey in the Straw (https://www.notion.so/Turkey-in-the-Straw-1b904f42e3e080578fa4f96766e619a3?pvs=21)
The Tenpenny Piece (25-04-15),"April 15, 2025 7:19 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Tenpenny Piece (https://www.notion.so/The-Tenpenny-Piece-f3c319dd6c2547fdaa64302da8640b6c?pvs=21)
My Mind Will Ne’er Be Easy (25-04-15),"April 15, 2025 7:19 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),My Mind Will Ne’er Be Easy (https://www.notion.so/My-Mind-Will-Ne-er-Be-Easy-31da303be67e479a86646638224a81ce?pvs=21)
The Cock and the Hen (25-04-15),"April 15, 2025 7:19 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Cock and the Hen (https://www.notion.so/The-Cock-and-the-Hen-14d04f42e3e080e297d8ccc4316d88f1?pvs=21)
The Centenary (25-04-15),"April 15, 2025 7:46 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Centenary (https://www.notion.so/The-Centenary-92b331979a7e4af7bc6663116d9efd7c?pvs=21)
The Golden Keyboard (25-04-15),"April 15, 2025 7:54 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Golden Keyboard (https://www.notion.so/The-Golden-Keyboard-11704f42e3e08034b122d622cc09c1a8?pvs=21)
Humours of Lisheen (25-04-15),"April 15, 2025 9:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Humours of Lisheen (https://www.notion.so/Humours-of-Lisheen-96be6557804240c4b1f73ae7081b2ec1?pvs=21)
The Munster Jig (25-04-15),"April 15, 2025 9:17 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Munster Jig (https://www.notion.so/The-Munster-Jig-b1bdf3f5de794d8a85be3b07b4ded564?pvs=21)
John Egan’s (25-04-15),"April 15, 2025 9:26 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),John Egan’s (https://www.notion.so/John-Egan-s-538937f672ac4d93bf7cbf40b269f463?pvs=21)
White Petticoat (25-04-15),"April 15, 2025 9:33 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),White Petticoat (https://www.notion.so/White-Petticoat-ee782dddbb1046e48e7cb9e617546341?pvs=21)
The Mountain Road (25-04-15),"April 15, 2025 9:34 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Mountain Road (https://www.notion.so/The-Mountain-Road-93ac39c241844729911e998c0e1d351a?pvs=21)
The Green Mountain (25-04-15),"April 15, 2025 9:34 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Green Mountain (https://www.notion.so/The-Green-Mountain-10904f42e3e08022a9ead2f39eb15442?pvs=21)
The Merry Blacksmith (25-04-15),"April 15, 2025 10:53 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Merry Blacksmith (https://www.notion.so/The-Merry-Blacksmith-7fc90e60cbb946799ee90a236074044b?pvs=21)
Out on the Ocean (25-04-15),"April 15, 2025 10:53 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Out on the Ocean (https://www.notion.so/Out-on-the-Ocean-1f6a3d5651a3496dafb53a7953dde6cd?pvs=21)
The Banshee (25-04-15),"April 15, 2025 10:53 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Banshee (https://www.notion.so/The-Banshee-14a04f42e3e080cd821cc9f1d7a173d1?pvs=21)
Sporting Paddy (25-04-16),"April 16, 2025 6:11 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Sporting Paddy (https://www.notion.so/Sporting-Paddy-323d0a89abeb4931ab08147ef53f14ab?pvs=21)
The Castle Jig (25-04-16),"April 16, 2025 6:11 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
Humours of Lisheen (25-04-16),"April 16, 2025 6:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Humours of Lisheen (https://www.notion.so/Humours-of-Lisheen-96be6557804240c4b1f73ae7081b2ec1?pvs=21)
The Flowers of Munster (25-04-16),"April 16, 2025 6:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Flowers of Munster (https://www.notion.so/The-Flowers-of-Munster-13f04f42e3e080f3b14aec00883fca4a?pvs=21)
The Munster Jig (25-04-16),"April 16, 2025 6:25 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Munster Jig (https://www.notion.so/The-Munster-Jig-b1bdf3f5de794d8a85be3b07b4ded564?pvs=21)
Drake’s Lad (25-04-16),"April 16, 2025 6:26 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Drake’s Lad (https://www.notion.so/Drake-s-Lad-002321b8de6c45499d1365d753ad7557?pvs=21)
Tobín’s Favorite (25-04-16),"April 16, 2025 8:01 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Tobín’s Favorite (https://www.notion.so/Tob-n-s-Favorite-ecc3e26246a449edab7f10c8f903406d?pvs=21)
The Frost Is All Over (25-04-16),"April 16, 2025 8:06 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Frost Is All Over (https://www.notion.so/The-Frost-Is-All-Over-cf80aaae2d6c47b1ad7528afb0650714?pvs=21)
Jenny’s Wedding (Reel) (25-04-16),"April 16, 2025 4:46 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Jenny’s Wedding (Reel) (https://www.notion.so/Jenny-s-Wedding-Reel-d33bfc003bdf443a80c372f13a1f5738?pvs=21)
Corney is Coming (25-04-16),"April 16, 2025 4:54 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Corney is Coming (https://www.notion.so/Corney-is-Coming-0f13aa1dc7dd4c5cac5ea7febd3cfacd?pvs=21)
Old Monaghan Twig (25-04-17),"April 17, 2025 7:28 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Old Monaghan Twig (https://www.notion.so/Old-Monaghan-Twig-14504f42e3e080e29ffcdbc758f4c3f0?pvs=21)
The Flowers of Munster (25-04-17),"April 17, 2025 7:28 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Flowers of Munster (https://www.notion.so/The-Flowers-of-Munster-13f04f42e3e080f3b14aec00883fca4a?pvs=21)
Elizabeth Kelly’s Delight (25-04-17),"April 17, 2025 7:28 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Elizabeth Kelly’s Delight (https://www.notion.so/Elizabeth-Kelly-s-Delight-10d04f42e3e0809da512e3c0aca12b73?pvs=21)
Redican's Mother (25-04-17),"April 17, 2025 7:29 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Reddican's Mother (https://www.notion.so/Reddican-s-Mother-11004f42e3e080329013f4c81a950df8?pvs=21)
The Cock and the Hen (25-04-17),"April 17, 2025 7:29 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Cock and the Hen (https://www.notion.so/The-Cock-and-the-Hen-14d04f42e3e080e297d8ccc4316d88f1?pvs=21)
The P&O Polka (25-04-17),"April 17, 2025 8:07 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The P&O Polka (https://www.notion.so/The-P-O-Polka-18004f42e3e0802996f7ff9c42246b61?pvs=21)
King of the Fairies (25-04-17),"April 17, 2025 8:15 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),King of the Fairies (https://www.notion.so/King-of-the-Fairies-bd0c407bf3394939a7da85a9ca1398b7?pvs=21)
Planxty Fanny Power (25-04-17),"April 17, 2025 8:27 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Planxty Fanny Power (https://www.notion.so/Planxty-Fanny-Power-0cc5726e5f9448988f4ba50fbe21e100?pvs=21)
End of the Day (25-04-17),"April 17, 2025 8:28 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),End of the Day (https://www.notion.so/End-of-the-Day-0f0585d87b9e4e44a408ff041a603767?pvs=21)
Bill Harte's Jig (25-04-17),"April 17, 2025 10:31 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Bill Harte's Jig (https://www.notion.so/Bill-Harte-s-Jig-3418c7744c5e4530be372b642c006eb6?pvs=21)
Tobín’s Favorite (25-04-17),"April 17, 2025 10:32 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Tobín’s Favorite (https://www.notion.so/Tob-n-s-Favorite-ecc3e26246a449edab7f10c8f903406d?pvs=21)
The Connachtman's Rambles (25-04-17),"April 17, 2025 10:32 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Connachtman's Rambles (https://www.notion.so/The-Connachtman-s-Rambles-239e5e8a25604e9fb5d9f55b865da470?pvs=21)
Woman of the House (25-04-17),"April 17, 2025 10:33 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Woman of the House (https://www.notion.so/Woman-of-the-House-1d704f42e3e080a6b0fae0047f47006b?pvs=21)
Young Tom Ennis (25-04-18),"April 18, 2025 7:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Young Tom Ennis (https://www.notion.so/Young-Tom-Ennis-2709121a4c0a47b2962c5611d4f13816?pvs=21)
Down the Back Lane (25-04-18),"April 18, 2025 7:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Dancing Eyes (25-04-18),"April 18, 2025 7:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
Jenny Picking Cockles (25-04-18),"April 18, 2025 6:23 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Jenny Picking Cockles (https://www.notion.so/Jenny-Picking-Cockles-0c00f9527c89458a85aca62cc9e93eab?pvs=21)
Pride of Petravore (25-04-18),"April 18, 2025 6:36 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Pride of Petravore (https://www.notion.so/Pride-of-Petravore-16404f42e3e080f09b1ce3369b543cab?pvs=21)
Stan Chapman’s (25-04-19),"April 19, 2025 10:37 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Stan Chapman’s (https://www.notion.so/Stan-Chapman-s-47c24d49ccbd460995da1c9046f23eab?pvs=21)
The Wandering Minstrel (25-04-19),"April 19, 2025 10:38 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Wandering Minstrel (https://www.notion.so/The-Wandering-Minstrel-538775a9103449f795d5acdc7a1146d6?pvs=21)
The Rambling Pitchfork (25-04-19),"April 19, 2025 10:38 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Rambling Pitchfork (https://www.notion.so/The-Rambling-Pitchfork-b0aff6d7180b47ce957944a150be454b?pvs=21)
The Gullane Polka (25-04-19),"April 19, 2025 10:38 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Gullane Polka (https://www.notion.so/The-Gullane-Polka-fff4b194d26648c892405955f27332ba?pvs=21)
The P&O Polka (25-04-19),"April 19, 2025 10:38 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The P&O Polka (https://www.notion.so/The-P-O-Polka-18004f42e3e0802996f7ff9c42246b61?pvs=21)
Miller’s Maggot (25-04-19),"April 19, 2025 10:49 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Miller’s Maggot (https://www.notion.so/Miller-s-Maggot-93406d4f176041daaa260167b4cfafd3?pvs=21)
Miller’s Maggot (25-04-19),"April 19, 2025 10:52 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Miller’s Maggot (https://www.notion.so/Miller-s-Maggot-93406d4f176041daaa260167b4cfafd3?pvs=21)
The Scartaglin  (25-04-19),"April 19, 2025 11:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Scartaglin  (https://www.notion.so/The-Scartaglin-0ba8cae210a34568993196d502ccda1f?pvs=21)
The Banks of Ilen (25-04-19),"April 19, 2025 11:48 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Banks of Ilen (https://www.notion.so/The-Banks-of-Ilen-8b72b7cf8f1d405e818817b4f00e6482?pvs=21)
King of the Fairies (25-04-19),"April 19, 2025 12:08 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),King of the Fairies (https://www.notion.so/King-of-the-Fairies-bd0c407bf3394939a7da85a9ca1398b7?pvs=21)
Mick Duggan's (25-04-19),"April 19, 2025 12:24 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Mick Duggan's (https://www.notion.so/Mick-Duggan-s-dfa5c478cbf643729c38e2a34aa9b5fd?pvs=21)
Dingle Regatta (25-04-19),"April 19, 2025 6:08 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dingle Regatta (https://www.notion.so/Dingle-Regatta-a089fde022d4406a8bdb99c59fcfcae9?pvs=21)
Out on the Ocean (25-04-19),"April 19, 2025 6:17 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Out on the Ocean (https://www.notion.so/Out-on-the-Ocean-1f6a3d5651a3496dafb53a7953dde6cd?pvs=21)
Kesh Jig (25-04-19),"April 19, 2025 6:17 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Kesh Jig (https://www.notion.so/Kesh-Jig-cd1c2cf57b5f45789bfdcc89098bb992?pvs=21)
The Centenary (25-04-20),"April 20, 2025 11:01 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Centenary (https://www.notion.so/The-Centenary-92b331979a7e4af7bc6663116d9efd7c?pvs=21)
The Castle Jig (25-04-20),"April 20, 2025 8:06 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
The Woods of Caol Rua (25-04-20),"April 20, 2025 8:07 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Woods of Caol Rua (https://www.notion.so/The-Woods-of-Caol-Rua-13d04f42e3e0802cbb4cd4c428d92849?pvs=21)
Down the Back Lane (25-04-20),"April 20, 2025 8:07 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Joe Liddy's  (25-04-20),"April 20, 2025 8:07 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Joe Liddy's  (https://www.notion.so/Joe-Liddy-s-1db04f42e3e08066a41ee3b4d39ce7da?pvs=21)
Tom Billy’s (25-04-20),"April 20, 2025 8:07 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Tom Billy’s (https://www.notion.so/Tom-Billy-s-17d04f42e3e0809b8cc6c405fd8bb75e?pvs=21)
Buddy Furey’s (25-04-20),"April 20, 2025 8:18 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Buddy Furey’s (https://www.notion.so/Buddy-Furey-s-e45acc6b1d97494dabd21653aaa01fd3?pvs=21)
Pipe on the Hob (25-04-21),"April 21, 2025 7:33 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Pipe on the Hob (https://www.notion.so/Pipe-on-the-Hob-f35290ef6ff8479b8234689bd21386ac?pvs=21)
Dancing Eyes (25-04-21),"April 21, 2025 7:33 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
The Castle Jig (25-04-21),"April 21, 2025 7:33 AM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
The Rose in the Heather (25-04-21),"April 21, 2025 4:34 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),The Rose in the Heather (https://www.notion.so/The-Rose-in-the-Heather-19b04f42e3e080a89896f2d0fadca156?pvs=21)
Blarney Pilgrim (25-04-21),"April 21, 2025 5:07 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Blarney Pilgrim (https://www.notion.so/Blarney-Pilgrim-19404f42e3e080cb8bbdd8da0bf51a85?pvs=21)
Joe Liddy's  (25-04-21),"April 21, 2025 5:07 PM (CDT)",Refresh 04 (https://www.notion.so/Refresh-04-18704f42e3e0809da94ecb48ecb53cd9?pvs=21),Joe Liddy's  (https://www.notion.so/Joe-Liddy-s-1db04f42e3e08066a41ee3b4d39ce7da?pvs=21)
